     molecular_weight(kg/mol)
H2                 2.01594e-3
H                  1.00797e-3
O2                31.99880e-3
O                 15.99940e-3
OH                17.00737e-3
HO2               33.00677e-3
H2O2              34.01474e-3
H2O               18.01534e-3
N                 14.00670e-3
NO2               46.00550e-3
NO                30.00610e-3
